,producto
12119,CARTUCHO SILICON PEPE TRANSP.
12097,MEZCLADORA FREGADERO C338 NACOBRE
12098,REGULADOR 1 VIA C/MAN. NACOBRE RN-1PME
12099,REGULADOR 1 VIA NACOBRE RN-1AE
12100,SEGUETA NICHOLSON BI METAL
12101,TUBO SILICON ALTA TEMP. GRIS
12102,CARRETE SOL. OMEGA 50 X 50
12103,SOLDADURA OMEGA 50 X 50
12104,SOLDADURA OMEGA 95 X 5
12105,PEGAMENTO PITBULL 125 GR. AZUL OMEGA
12120,TUBO SILICON 125 GR. ANTIHONGOS
12106,PEGAMENTO PITBULL 250 GR. AZUL OMEGA
12108,LLAVE ESFERA CEM. PVC 3/4
12109,"LLAVE ESFERA ROSC. PVC  1"""
12110,LLAVE ESFERA ROSC. PVC 1/2
12111,LLAVE ESFERA ROSC. PVC 3/4
12114,BULTO PEGAZULEJO PISO S/PISO PEGALEZA
12115,MASTIQUE PENSYLVANIA BOLSA 1 KG
12116,CARTUCHO SILICON ANTIHONGOS BLANCO
12117,CARTUCHO SILICON ANTIHONGOS TRANSPARENTE
12118,CARTUCHO SILICON PENS
12107,BOMBA PERIFERICA 1/2 HP IGOTO
12245,PIJA FIJADORA 10 X 32
12355,CONECTOR MOVIBLE BRONCE 1/2 
12247,PIJA FIJADORA 10 X 50
12383,"ADAPTADOR PLUS MACHO 1/2"""
12384,"ADAPTADOR PLUS MACHO 3/4"""
12385,"CODO PLUS 45 X 1"""
12386,CODO PLUS 45 X 1/2
12387,CODO PLUS 45 X 3/4
12388,CODO PLUS 90 X 1 1/2
12389,"CODO PLUS 90 X 1"""
12390,CODO PLUS 90 X 1/2
12391,CODO PLUS 90 X 3/4
12382,"ADAPTADOR PLUS MACHO 1"" "
12392,CODO PLUS HEMBRA 1/2 (20 MM)
12394,"COPLE PLUS 1"" (32MM) "
12395,COPLE PLUS 1/2 (20MM)
12396,COPLE PLUS 3/4 (25MM)
12398,RED. PLUS 1 1/4 X 3/4 (40 X 25 MM)
12399,RED. PLUS 1 X 3/4 (32 X 25 MM)
12400,RED. PLUS 3/4 X 1/2 (25 X 20 MM)
12401,TAPON PLUS 1/2 (20 MM)
12402,TAPON PLUS 3/4 (25 MM)
12404,"TEE PLUS 1"" (32 MM)"
12393,"COPLE PLUS 1 1/2"" (50MM)"
12405,TEE PLUS 1/2 (20 MM)
12381,"ADAPTADOR PLUS MACHO 1 1/4"""
12379,"ADAPTADOR PLUS HEMBRA 3/4"""
12350,POLIDUCTO 3/4 C-40 (19 MM)
12351,TAPA PARA TINACO CON ARILLO
12352,"TEE PVC HID 2"" CON CAMPANA"
12354,YESO
12356,KIT EMPAQUES CALENTADOR SOLAR
12357,BARRA D/MAGNESIO P/CALENTADOR SOLAR 
12358,TUBO P/CALENTADOR SOLAR 
12360,REPUESTO FLOTADOR  AUTOMATICO SQUARE D
12361,THINER ESTÁNDAR
12380,"ADAPTADOR PLUS MACHO 1 1/2"""
12362,PEGAMENTO TANGIT ROSA 240 GR.
12364,PEGAMENTO TANGIT ROSA 500 GR.
12370,TEE PLUS HEMBRA 1/2 AL CENTRO
12372,TUERCA UNION PLUS 3/4 (25MM)
12373,"TUERCA UNION PLUS 3/4"" (25MM) PLASTICA"
12374,TUERCA UNION PLUS BRIDA 1 1/4 (40 MM)
12375,"DADOS PLUS 1"" (32 MM)"
12376,LLAVE EMPOTRAR P/REGADERA PLUS 1/2
12377,"ADAPTADOR PLUS HEMBRA 1"""
12378,"ADAPTADOR PLUS HEMBRA 1/2"""
12363,PEGAMENTO TANGIT ROSA 50 GR.
12349,"POLIDUCTO 2"" C-40 (50 MM)"
12406,TEE PLUS 3/4 (25 MM)
12408,"TUBO PLUS 1"" (32 MM)"
12435,MANERAL URREA QUEEN S/CHAPETON GDE
12436,MEZCLADORA URREA P/FREGADERO 248 
12437,MEZCLADORA URREA P/FREGADERO 318 QC
12440,CESPOL URREA BOTE FIG. 3732
12441,CESPOL URREA P/LAV. FIG. 3702
12442,CESPOL URREA P/LAV. FIG. 3711
12443,CESPOL URREA P/LAV. FIG. 3712
12444,DISCO URREA DURO P/REG. R207025
12445,DISCO URREA P/NARIZ 19N R207027
12434,MANERAL URREA QUEEN C/CHAPETON GDE
12446,RONDANA URREA CARTUCHO 312
12448,ASIENTO VICAR MD. 91 BLANCO
12449,ASIENTO VICAR MD. 91 ROSA CREPUSCULO
12450,ASIENTO VICAR MD. 92 AZUL CIELO
12451,ASIENTO VICAR MD. 92 BLANCO
12452,PERA BISAGRA AQUAZALVO ZAKANY
12453,"TAQUETE PLASTICO 1/4"" "
12454,"TAQUETE PLASTICO 3/8"" "
12455,"TAQUETE PLASTICO 5/16"" "
12046,VALVULA DE PASO VPFH 3/8 X 1/2
12447,ASIENTO VICAR MD. 91 AZUL CELESTE
12407,TUBO PLUS 1 1/2 (50 MM)
12433,MANERAL URREA CHICO QUEEN
12430,CESPOL URREA P/LAV. FIG. 207
12409,TUBO PLUS 1/2 (20 MM) 
12410,TUBO PLUS 3/4 (25 MM)
12411,"TUERCA UNION PLUS 1"" (32MM)"
12412,VALVULA ESF. PLUS 3/4 (25 MM)
12413,MASKING TAPE CHICO 12 X 50
12414,MASKING TAPE GRANDE 24 X 50
12416,CARTUCHO URREA R470078
12417,ORING PEX URREA FIG. 709CU.13
12418,CONECTOR PEX MACHO FIG. 704PEX.13
12431,CHAROLA URREA P/JAB. 301 R404017
12419,"LLAVE D/COMPUERTA FIG. 83 1 1/2"" URREA"
12421,"LLAVE D/GLOBO FIG. 65 1/2"" URREA"
12422,"LLAVE D/GLOBO FIG. 65 3/4"" URREA"
12423,"LLAVE D/NARIZ FIG. 19-N 1/2"" URREA"
12424,LLAVE D/NARIZ URREA 21.13
12425,LLAVE D/NARIZ URREA LMCO1.13 
12426,LLAVE EMPOTRAR P/REG. 52 URREA ROSC.
12427,LLAVE EMPOTRAR P/REG. 652 URREA SOLD.
12428,"LLAVE T/ALTO FIG. 04-N 1/2"""
12429,VALVULA DE PURGA DE AIRE 3/4 URREA
12420,"LLAVE D/COMPUERTA FIG. 83 1/2"" URREA"
12348,POLIDUCTO 1/2 REFORZADO C-80 (13MM)
12347,"POLIDUCTO 1 1/4"" C-40 (32 MM)"
12346,"POLIDUCTO 1 1/2"" C-40 (38 MM)"
12273,VALVULA PARA COMAL A.P. 
12274,VALVULA PARA ESTUFON A.P.  V.CORTO
12275,VARILLA P/FLOTADOR MEDIANA
12276,FILTRO DE CARBON ACTIVADO 78 X 38
12277,CEMENTO BLANCO
12278,LAVADERO C/PILETA  DE CEM. 75 X 73 CM
12279,LAVADERO C/PILETA  DE CEM. COBIJERO 90 X 90 CM
12280,LAVADERO C/PILETA  DE CEM. INF. 60X60
12281,LAVADERO C/PILETA DE CEM. 80 X 65 CM DERECHA
12272,VALVULA DE ALIVIO 1/2
12282,LAVADERO S/PILETA  DE CEM. 85 X 55 CM
12284,JUNTA PROEL S/CONO
12286,LAVABO ESQUINERO
12287,CARTUCHO GALGO P/REG. IDEAL ESTÁNDAR
12288,CUELLO FLEXIBLE P/FREG. TIPO FIDIC
12289,"TUBO CROMADO DE 1"" X 2 MTS"
12290,TUERCA CONTRACANASTA GRANDE CON EMPAQUE
12291,TUERCA P/CONTRA CANASTA
12292,BOLSA ESTOPA BLANCA
12293,FILTRO DESECHABLE BLANCO 60CM
12283,JUNTA PROEL C/CONO
12294,COLADERA FOFO 25 X 25 ECO
12271,TEE BRONCE 1/2 UNIDOR
12269,PIJA P/WC BRONCE
12248,PIJA FIJADORA 12 X 32
12249,PIJA FIJADORA 12 X 38
12250,PIJA FIJADORA 8 X 25
12251,PIJA FIJADORA 8 X 38
12252,QUEMADOR CHICHARRONERO MEDIANO
12253,ACIDO MURIATICO 1 LT
12254,QUEMADOR DE ALUMIO C/TOBERA 3/4
12255,TIRA TRIM ALUMINIO
12256,TUERCA CONTRACANASTA GRANDE CON EMPAQUE
12270,REGADERA FIJA DE 4 X 1/2 BRONCE
12257,TUERCA P/CONTRA CANASTA
12259,ADAPTADOR ESPIGA BRONCE 1/4
12260,ADAPTADOR ESPIGA BRONCE 3/4
12261,ADAPTADOR HEMBRA BRONCE DE 1/2
12262,ADAPTADOR UNIDOR BRONCE DE 1/2
12263,BARRIL PARA GAS 1/4
12265,ESPREA BARBER
12266,ESPREA QUEMADOR DE 1/4
12267,EXTENSION P/MANERAL URREA LARGA
12268,JUEGO DE BALANCIN
12258,ADAPTADOR ESPIGA BRONCE 1/2
12296,LAVADERO C/PILETA  DE GRANITO COBIJERO
12297,LAVADERO C/PILETA  DE GRANITO. 76 X 72CM
12298,GRASA GRAFITADA 
12326,SOMBRERO DE LAMINA 6
12327,SOPORTE P/LAV. LAMINA JGO
12328,SOPORTE UNIV. P/LAVABO ALUMINO 
12329,TUBOS DE LAMINA 3
12330,TUBOS DE LAMINA 4
12331,TUBOS DE LAMINA 6
12332,TERMOPAR C/ENCENDIDO ELECTRONICO
12333,ADAPTADOR P/LAVADERO C/CONTRA 
12334,BARRA P/TOALLERO AJUSTABLE
12325,ROMPELLAMAS P/QUEMADOR
12335,"BRIDA PARA TINACO 1 1/2"""
12337,BRIDA PARA TONEL 3/4
12338,LLAVE PORTA GARRAFON BLANCA 
12339,MANGUERA 3/8 X 3 MTS NEGRA A.P.
12340,MANGUERA AHULADA AZUL  1/2
12341,MANGUERA AHULADA AZUL  3/4
12342,MANGUERA TRAMADA VERDE 1/2
12343,PERILLA BAQUELITA
12344,PERILLA DE CONTROL DE TEMPERATURA
12345,PERILLA DE ENCENDIDO UNITROL
12336,BRIDA PARA TONEL 1/2
12324,REJILLA P/BOTE CESPOL DE 1/4 DE VUELTA 
12323,QUEMADOR ESTRELLA 30 CM
12322,CODO DE LAMINA 90 X 6
12299,CONECTOR HULE 1 1/2 X 1 1/4
12300,CONECTOR HULE 2 X 1 1/2
12301,CONECTOR HULE 2 X 1 1/4
12302,EMPAQUE 010 ORING P/BOQUILLA
12303,EMPAQUE 02 CONICO P/LLAVE
12304,EMPAQUE 03 CONICO P/LLAVE
12305,EMPAQUE 06 PLANO 3/4 P/VASTAGO
12306,EMPAQUE 07 CONICO CIEGO
12307,EMPAQUE 12 ORING NEOPRENO 110
12308,EMPAQUE 14 ORING NEOPRENO 112
12309,EMPAQUE 17 ORING NEOPRENO 116
12310,EMPAQUE 19 CONECTOR DE LLAVE NARIZ
12312,EMPAQUE 34 ACOPLAR WC
12313,EMPAQUE 40 CASQUILLO LAVABO 
12314,EMPAQUE PARA BRIDA DE 2
12315,GUANTE DE TELA CON PUNTOS 
12316,KIT EMPAQUES LLAVE 1/4 VTA.
12317,KIT EMPAQUES REGADERA
12318,TRAMPA BAYUSA LAVABO/FREGADERO
12320,REJILLA P/BOTE CESPOL DE TORNILLOS 
12321,ARAÑA DE LAMINA  P/LAVABO 
12246,PIJA FIJADORA 10 X 38
12044,VALVULA ANGULAR C/ROSCA NACOBRE
12036,"TUERCA CONICA GAS 1/2 """
12042,"TUERCA MACHO P/BARRIL 1/4"""
11763,"CODO EDOMEX INSERCION 90 X 1/2"""
11764,"CONECTOR MOVIBLE EDOMEX INSERCION 3/4"" X 1/2"""
11765,"COPLE EDOMEX INSERCION 1/2"""
11766,"COPLE EDOMEX INSERCION 3/4"""
11767,"COPLE EDOMEX INSERCION RED. 1"" X 3/4"""
11768,"COPLE EDOMEX INSERCION RED. 3/4"" X 1/2"""
11769,"LLAVE EDOMEX D/NARIZ C/ROSCA 1/2"""
11770,"TEE EDOMEX INSERCION 1"" "
11771,YEE EDOMEX INSERCION 3/4
11762,"CODO EDOMEX INSERCION 90 X 1"""
11772,PAQ. PILAS ENEGIZER D
11774,PAQUETE FAZENDA AZUL CIELO
11775,CESPOL FAMA P/FREGADERO FLEXIBLE F-977I
11776,CESPOL FAMA P/LAVABO FLEXIBLE F-9770
11777,MEDIO CESPOL FAMA P/FREGADERO
11778,MEDIO CESPOL FAMA P/LAVABO
11779,LIJA P/AGUA No.600
11780,LIJA P/FIERRO GRUESA
11781,LIJA P/MADERA C-81
11782,LIJA P/MADERA No.040
11773,PILA ENERGIZER AA
11783,LIJA POR METRO FANDELI
11761,"ADAPTADOR EDOMEX INSERCION MACHO 3/4"""
11759,"ADAPTADOR EDOMEX INSERCION MACHO 1/2"""
11736,MANIJA P/W.C. PALANCA 3019 DICA
11737,MEZCLADORA DICA 4053 LAVABO
11738,MEZCLADORA DICA P/FREGADERO 4318 
11739,MEZCLADORA DICA P/FREGADERO 4331 
11740,MEZCLADORA DICA P/LAVABO 4046 
11741,MEZCLADORA DICA P/LAVABO FIG. 4038 
11742,MEZCLADORA DICA P/LAVABO FIG. 4039 
11743,MONOMANDO DICA REGADERA 4470E
11744,LLAVE D/NARIZ DICA 4020 P/MANG.
11760,"ADAPTADOR EDOMEX INSERCION MACHO 2"""
11745,REGADERA DICA FIG. 3007C
11747,JUEGO DE HERRAJES KD4056P DICA
11750,TEE DURMAN GAS 3/8 
11751,CUBIERTA EB MD. M-202 1MT 1 TAR. 1 ESC.
11752,"ABRAZADERA P.V.C. 1/2"" X 2 1/2"""
11753,"ABRAZADERA P.V.C. 1/2"" X 2"""
11754,"ABRAZADERA P.V.C. 1/2"" X 3"""
11755,"ABRAZADERA P.V.C. 1/2"" X 6"""
11757,"ADAPTADOR EDOMEX INSERCION HEMBRA 1/2"""
11758,"ADAPTADOR EDOMEX INSERCION MACHO 1"""
11746,REGADERA DICA FIG. 4501-B
11735,LLAVE INDIVIDUAL DICA P/LAV 4242IN
11784,PAQUETE FAZENDA MARFIL
11787,ESTUFA FRAGA 2 QUEMADORES
11822,ABRAZADERA SIN FIN No. 10
11823,ABRAZADERA SIN FIN No. 12
11824,ABRAZADERA SIN FIN No. 16
11825,ABRAZADERA SIN FIN No. 20
11826,ABRAZADERA SIN FIN No. 24
11827,ABRAZADERA SIN FIN No. 4
11828,ABRAZADERA SIN FIN No. 40
11829,ABRAZADERA SIN FIN No. 52
11830,ABRAZADERA SIN FIN No. 6
11821,"ABRAZADERA OMEGA 4"""
11831,ABRAZADERA SIN FIN No. 8
11833,ABRAZADERA UÑA 1 1/4
11834,ABRAZADERA UÑA 1/2
11835,ABRAZADERA UÑA 3/4
11836,ABRAZADERA UÑA 3/8
11837,ABRAZADERA UÑA 5/16
11838,BOMBA PRESURIZADORA IGOTO 1/6 / ORANGE
11839,VALVULA DE LLENADO 1 1/4 GAS
11840,VALVULA DE LLENADO DE 3/4 GAS
11841,ELECTRONIVEL INRECO
11832,ABRAZADERA UÑA 1 1/2
11786,MEZCLADORA FIDIC FREGADERO F8279
11820,ABRAZADERA OMEGA 3/8
11818,"ABRAZADERA OMEGA 3"""
11789,SOPLETE DE GAS BLISTER 2009
11796,VALVULA ANTIRETORNO FLEXIMATIC 4
11797,VALVULA ANTIRETORNO FLEXIMATIC 6
11798,PEGAMENTO CPVC 118 GR.
11799,PEGAMENTO CPVC 60 GR. 
11800,JUEGO DE HERRAJES FLUID MASTER MOD 200AK133
11801,VALVULA DE T/BAJO FLUID MASTER400A133
11802,BROCA ALT. VEL. 1/4 GREENFIELD
11803,BROCA ALT. VEL. 1/8 GREENFIELD
11819,ABRAZADERA OMEGA 3/4
11804,BROCA ALT. VEL. 11/64 GREENFIELD
11806,BROCA ALT. VEL. 3/8 GREENFIELD
11807,BROCA P/CONCRETO 1/4 X 4 GREENFIELD
11809,SEGUETA HECORT DIENTE FINO
11811,"TAPON CAPA HULCEN PVC 1/2"" "
11812,CONECTOR Y HULCEN 8 EN 1
11813,"MULTICODO HULCEN 4 EN 1  DE 1"""
11815,ABRAZADERA OMEGA 1 1/2
11816,ABRAZADERA OMEGA 1 1/4
11817,ABRAZADERA OMEGA 1/2
11805,BROCA ALT. VEL. 3/16 GREENFIELD
11842,TANQUE P/GAS 10 KGS CILINDRO
11734,JGO. ACCESORIOS DICA 3300
11729,LLAVE EMPOTRAR P/REGADERA 4052 DICA
11654,BOYLER LEÑA REFORZADO 40 LTS MONTERREY
11655,MANGUERA P/BOYLER ASCOT 1/2 X 50 CM
11656,BOYLER ASCOT 5 LTS
11657,"DISCO DIAMANTE 3252 4 1/2"" ECO DIAMOD "
11660,BOMBA PERIFERICA 1/2 HP BONASA
11661,BOMBA NORYL 1/2 HP 
11662,ELECTRONIVEL BONASA YY9333
11663,SELLO MECANICO 5/8
11664,BOYLER CALOREX DE PASO 9 LTS.
11653,LIMPIADOR P.V.C. 500 ML ARES
11665,QUEMADOR CALOREX DEPOSITO
11667,MODULO DE ENCENDIDO CALOREX
11668,TERMOPAR CALOREX
11669,TERMOPARA CALOREX C/ENCENDIDO ELECTRONICO
11671,WC ONE PIECE TRENTO CON ASIENTO BLANCO
11672,MINGITORIO TERRA BLANCO CATO
11674,LAVADERO CITIPLAS CHICO
11675,TINACO 1100 LTS CITIPLAS (BEIGE)
11676,TINACO 1100 LTS CITIPLAS (NEGRO)
11677,TINACO 450 LTS CITIPLAS (NEGRO)
11666,VALVULA DE DRENADO CALOREX
11678,TINACO 750 LTS CITIPLAS (BEIGE)
11652,BOMBA P/FUENTE AQUA SUB 2.00 MT
11650,VALVULA ESF. ANBEC PPR 1/2 (20 MM)
12043,VALVULA ANGULAR C/BARRIL NACOBRE
11629,CINTA CANELA TRANSPARENTE
11630,"TUBO DE POLIETILENO CORRUGADO DE 6"""
11631,TUBO C-40 HIDRAULICO DE 1/2
11632,"TUBO HID. C/CAM. 1 1/2"" RD 26"
11633,"TUBO HID. C/CAM. 2 1/2"" RD 26"
11634,"TUBO HID. C/CAM. 2"" RD 26"
11635,"TUBO HID. P/CEM. 1 1/4"" RD 26"
11636,"TUBO HID. P/CEM. 1"" RD 26"
11651,VALVULA ESF. ANBEC PPR 3/4 (25 MM)
11637,"TUBO HID. P/CEM. 1/2"" RD 13.5"
11639,"TUBO PVC SANITARIO 1 1/2"""
11640,"TUBO PVC SANITARIO 2"""
11641,"TUBO PVC SANITARIO 3"""
11642,"TUBO PVC SANITARIO 4"""
11643,LLAVE DE CUADRO M-10 DE 1/2 ALFA
11644,LLAVE DE INSERCION NPT - COBRE I.30 DE 1/2 ALFA
11646,REGADERA OCTAGONAL R218 ANBEC
11647,TORNILLO P/ACOPLAR ANBEC 
11648,BRAZO ANBEC C/CHAP. BC771C
11638,"TUBO HID. P/CEM. 3/4"" RD 26"
11730,LLAVE EMPOTRAR P/REGADERA 4652CPVC DICA
11679,TINACO 750 LTS CITIPLAS (NEGRO)
11681,JUEGO CONECTOR MOVIBLE BCE. 1/2
11708,TRAMPA COFLEX P/LAV. O FREG. TF-100
11709,VALVULA DE LLENADO COMPAC. P-B3080
11710,ACOPLE COMPRESION COFLEX 1/2 NM-D01
11711,ACOPLE COMPRESION COFLEX 3/4 NM-D02
11712,CINTA TEFLON COFLEX 1/2
11713,"CINTA TEFLON COFLEX 3/4"""
11714,MANGUERA COFLEX 3/8 X 3/8 100 CM
11715,MANGUERA COFLEX 3/8 X 3/8 200 CM
11716,MANGUERA COFLEX 3/8 X 3/8 300 CM
11707,TRAMPA COFLEX P/FREG. 2 TARJAS TF-110
11717,MANGUERA COFLEX 3/8 X 3/8 500 CM
11719,MANGUERA COFLEX P/FREG. VINIL GRIS
11720,MANGUERA COFLEX P/LAV. VINIL GRIS
11721,MANGUERA COFLEX P/SANIT. VINIL GRIS
11722,MANGUERA COFLEX PIGTAIL 55 CM.
11723,MANGUERA PIGTAIL 1/4MX7/8IZQ-35CM COFLEX
11724,TELA MOSQUITERA PLAS. 120 CM
11725,TELA MOSQUITERA PLAS. 90 CM
11726,DOSIFICADOR ABS BLANCO GRIS JABON LIQUIDO 4202TS
11728,"CHECK REJILLA DICA 1"""
11718,MANGUERA COFLEX 3/8 X 3/8 60 CM
11680,CLAVO HERCULES CONCRETO 2
11706,TAPON COFLEX PH-230 P/LAV.
11703,JUEGO DE HERRAJES COFLEX PS-A005
11682,JUEGO CONECTOR MOVIBLE BCE. 3/4
11683,REGADERA ELECTRICA COFLEX PR-E100 BASICA
11684,MANGUERA COFLEX 1/2 X 1/2 AB-C60
11685,PIJAS WC C/TAQUETES JGO COFLEX TP-1071
11686,PUNTA POOL CON ORING UPP-5 COFLEX
11687,TUERCA IZQ. C/MANERAL COFLEX UTI-14M
11688,CASQUILLO COFLEX P/FREGADERO PH-105
11689,"MANGUERA COFLEX P/LAVABO ""T"" AL-T55"
11690,MANGUERA COFLEX P/SANITARIO 1/2 X 50 LS-A50
11704,MANGUERA COFLEX P/LAVADORA PL-102
11691,REPUESTO P/CONTRACANASTA  PH-107
11693,"BISAGRA COFLEX P-B6026 2"""
11694,"BISAGRA COFLEX P-B6036 3"""
11696,BRIDA COFLEX P/MIGITORIO PB-402
11697,"BRIDA COFLEX P/WC PB-200 4"""
11698,CHUPON UNIVERSAL COFLEX P-B9030
11699,CONTRA P/WC COFLEX DUAL P-B6022
11700,CUELLO FLEX. P/WC PB-115 COFLEX
11701,EMPAQUE COFLEX P/MANG. LAV. ER-A12
11702,EMPAQUE ORRING COFLEX P/ PUNTA POOL
11692,"BISAGRA COFLEX P-B6025 2"""
11843,TANQUE P/GAS 2 KGS CILINDRO
11727,REGADERA DICA FIG. 4506-B
11845,"LLAVE ESFERA 1"" C/ROSC. IUSA"
11970,"RED. CAMPANA GALV. 1 1/2"" X 3/4"""
11971,"RED. CAMPANA GALV. 2"" X 1/2"""
11972,"RED. CAMPANA GALV. 3"" X 2"""
11973,"RED. CAMPANA GALV. 3/4"" X 1/2"""
11974,"RED. CAMPANA GALV. 3/8"" X 1/4"""
11975,"TAPON CAPA GALV. 1 1/2"""
11976,"TAPON CAPA GALV. 1"""
11977,"TAPON CAPA GALV. 1/2"""
11978,"TAPON CAPA GALV. 2"""
11969,"RED. CAMPANA GALV. 1 1/2"" X 1 1/4"""
11979,"TAPON CAPA GALV. 3/8"""
11981,"TAPON MACHO GALV. 1/2"""
11982,"TAPON MACHO GALV. 1/4"""
11983,"TAPON MACHO GALV. 3/4"""
11984,"TAPON MACHO GALV. 3/8"""
11985,"TEE GALV. 1/2"""
11986,"TUBO GALV. 1 1/2"""
11987,"TUBO GALV. 1 1/4"""
11988,"TUBO GALV. 1"""
11989,"TUBO GALV. 1/2"""
11980,"TAPON MACHO GALV. 1 1/2"""
11990,"TUERCA UNION GALV. 1/2"""
11968,"RED. BUSHING GALV. 3/8"" X 1/4"""
11966,"RED. BUSHING GALV. 3/4"" X 1/2"""
11944,"NIPLE GALV. 1/2"" X 2"""
11945,"NIPLE GALV. 1/2"" X 3"""
11947,"NIPLE GALV. 1/2"" X 5"""
11948,"NIPLE GALV. 1/2"" X 8"""
11949,"NIPLE GALV. 1/2"" X R.C."
11951,"NIPLE GALV. 1/4"" X R.C."
11952,"NIPLE GALV. 2"" X 8"""
11953,"NIPLE GALV. 3/4"" X 12"""
11954,"NIPLE GALV. 3/4"" X 4 1/2"""
11967,"RED. BUSHING GALV. 3/4"" X 1/4"""
11955,"NIPLE GALV. 3/4"" X 4"""
11957,"NIPLE GALV. 3/8"" X 2"""
11958,"RED. BUSHING GALV. 1 1/2"" X 1 1/4"""
11959,"RED. BUSHING GALV. 1 1/4"" X 1"""
11960,"RED. BUSHING GALV. 1 1/4"" X 3/4"""
11961,"RED. BUSHING GALV. 1"" X 1/2"""
11962,"RED. BUSHING GALV. 1"" X 3/4"""
11963,"RED. BUSHING GALV. 1/2"" X 1/4"""
11964,"RED. BUSHING GALV. 1/2"" X 3/8"""
11965,"RED. BUSHING GALV. 2"" X 1 1/4"""
11956,"NIPLE GALV. 3/4"" X 8"""
11943,"NIPLE GALV. 1/2"" X 2 1/2"""
11991,"TUERCA UNION GALV. 3/4"""
11994,"RED. HID. CEM. 1 1/4"" X 1"""
12021,"CODO ESTUFA 3/8"" X 1/2"""
12022,"CODO ESTUFA 3/8"" X 3/8"""
12023,"CODO TERMINAL 3/8"" X 3/8"" GAS"
12024,LLAVE D/NARIZ NACOBRE 1/2
12025,LLAVE DE T/ALTO DE 1/2 NACOBRE 
12026,LLAVE ESFERA COMPRESION 1/2 NACOBRE
12027,"NIPLE TERMINAL 1/2"" X 3/8"""
12028,NIPLE TERMINAL 1/4 X 1/2 NPT SOLD
12029,"NIPLE TERMINAL 3/8"" X 1/2"""
12020,CAMPANA SOLD. 3/8 X 1/2 GAS
12030,"NIPLE TERMINAL 3/8"" X 1/4"""
12032,NIPLE TERMINAL SOLDABLE 1/4X1/2
12033,"NIPLE UNION 3/8"""
12034,"PUNTA POOL C/ROSCA CORTO 1/4"""
12035,PUNTA POOL LARGA C/ROSCA
12037,"TUERCA CONICA GAS 1/4"""
12038,"TUERCA CONICA GAS 3/8"""
12040,TUERCA IZQUIERDA P/PICTEL NACOBRE
11844,"LLAVE ESFERA 1 1/2"" C/ROSC. IUSA"
12041,TUERCA LOCA 3/8 P/GAS
12031,"NIPLE TERMINAL 3/8"" X 3/8"""
11993,"RED. HID. CEM. 1 1/2"" X 3/4"""
12019,"CAMPANA NIPLE 3/8"" X 3/8"""
12017,"CAMPANA NIPLE 3/8"" X 1/2"""
11995,"RED. HID. CEM. 1 1/4"" X 3/4"""
11996,"RED. HID. CEM. 1""  X 3/4"
11997,"RED. HID. CEM. 2 1/2"" x 2"""
11998,"RED. HID. CEM. 2"" X 1 1/2"""
11999,"RED. HID. CEM. 2"" X 1"""
12000,"RED. HID. CEM. 3"" X 2"""
12001,RED. HID. CEM. 3/4 X 1/2
12002,"TAPA HID. P/CEM. 1 1/2"""
12003,"TAPA HID. P/CEM. 1 1/4"""
12018,"CAMPANA NIPLE 3/8"" X 1/4"""
12004,"TAPA HID. P/CEM. 1"""
12007,"TAPA HID. P/CEM. 4"""
12008,"TEE HID. P/CEM. 2 1/2"""
12009,"TEE HID. P/CEM. 2"""
12010,"TEE HID. P/CEM. 3"""
12011,"TEE HID. P/CEM. 3/4"""
12013,CINTA TEFLON MUELLER 1/2
12014,MANERAL QUEEN AZUL GDE NACOBRE
12015,MANERAL QUEEN HUMO GDE NACOBRE
12016,MANERAL QUEEN TRANSPARENTE GDE NACOBRE
12005,"TAPA HID. P/CEM. 1/2"""
11942,"NIPLE GALV. 1/2"" X 12"""
11992,"RED. HID. CEM. 1 1/2"" X 1/2"""
11940,"NIPLE GALV. 1/2"" X 1 1/2"""
11869,TERMOSTATO LENISCO
11871,BOQUILLA P/CILINDRO G-3 LINMEX
11872,CILINDRO DESECHABLE GAS LINMEX
11874,BISAGRA MASTER CIM P/WC
11875,CONTRA P/WC MASTER CIM
11876,"FLOTADOR MASTERCIM P/WC 4"""
11877,"JUEGO DE HERRAJES 2"" MASTER CIM"
11878,"JUEGO DE HERRAJES 3"" MASTER CIM"
11879,VALVULA T/BAJO MASTER CIM
11868,TERMOPAR LENISCO 
11880,ESPUMA DE POLIURETANO 340 GRS
11882,DUCTO FLEX. MIBER 4 X 2.40 DFL-A4
11883,BRAZO MIBER C/CHAP. AR-BC
11884,CESPOL MIBER FLEXIDESAGUE DE-FC
11885,CONTRA P/LAV. MIBER AULASIN
11886,CUELLO P/MEZC. FREG. MIBER AGF-AQCU
11887,"CONTRACANASTA ""M"" MIBER"
11888,CONTRACANASTA LANZAMATICA MIBER
11889,CARRETE SOL. MONARCA 95 X 5 3MM (3MTS)
11890,"CHECK COLUMPIO MUELLER 1"""
11881,ESPUMA DE POLIURETANO 567 GRS
11891,CHECK COLUMPIO MUELLER 3/4
11867,BOYLER LENISCO 902 JR 5LTS
11865,PLASTILOKA VERDE
11846,"LLAVE ESFERA 1"" SOLD. IUSA"
11847,"LLAVE ESFERA 1/2"" C/ROSC. IUSA"
11941,"NIPLE GALV. 1/2"" X 10"""
11848,"LLAVE ESFERA 1/2"" SOLD. IUSA"
