,producto,marca,material,mediana_diaria,sigma_robusta,stock_seguro,ss/6,ss/20,ss/100,ss/200,punto_reorden,rop/6,rop/20,rop/100,rop/200
1519,ASIENTO VICAR MD. 92 BEIGE,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1520,ASIENTO VICAR MD. 92 BLANCO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1521,"TEE COBRE 2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1522,ASIENTO VICAR MD. 98 GRIS,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1523,"TEE UNION GAS 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1524,"TEE UNION GAS 3/8""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1525,"TEE UNION GAS 5/16""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1526,TELA CRIVA 5 X 5 GALV.,DEACERO,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1527,TERMOCOPLE C/TOPE,IUSA,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1528,"TEE P/CEMENTAR 6"" SANIT.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1529,"TEE P/CEMENTAR 8"" SANIT.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1530,"TEE P/CEMENTAR DOB. 4"" X 4"" SANIT.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1531,"TEE P/CEMENTAR RED. 4"" X 2"" SANIT.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1532,TEE PLUS 1 1/2 (50 MM),TUBOPLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1533,TEE PLUS HEBRA DE 1/2 AL CENTRO,TUBO PLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1534,TEE PLUS HEMBRA 1/2 AL CENTRO,TUBO PLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1535,"TEE PVC HID 2"" CON CAMPANA",SIN MARCA,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1536,"TEE PVC UNICOPLE RED. 2""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1537,"TEE EDOMEX INSERCION 2"" ",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1538,"TEE HID. P/CEM. 1 1/4""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1539,"TEE HID. P/CEM. 1""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1540,"TEE HID. P/CEM. 2 1/2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1541,"TEE HID. P/CEM. 2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1542,"TEE HID. P/CEM. 3""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1543,"TEE HID. P/CEM. 3/4""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1544,"TEE HID. P/CEM. 4""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1545,"TEE HULCEN COMBINADA 1/2"" MACHO",HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1546,"TEE P/CEMENTAR 1 1/2"" SANIT.",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1547,"TEE CRI CENTRO COB. 3/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1548,"TEE CRI LATERAL COB.3/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1549,TEE DURMAN GAS 3/8 ,DURMAN,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1550,"TEE EDOMEX INSERCION 1 1/4"" ",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1551,"TEE EDOMEX INSERCION 1"" ",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1552,"TEE EDOMEX INSERCION 1/2"" ",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1553,TEE RED. COB. 1/2 X 1/2 X 3/4,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1554,ASIENTO VICAR MD. 92 MARMOL,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1555,ASIENTO VICAR MD. 92 ROSA CRESPUSCULO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1556,ASIENTO VICAR MD. 92 VERDE MAR,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1557,ASIENTO VICAR MD. 92 VERDE NILO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1558,ASIENTO VICAR MD. 92 VERDE RIALTO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1559,ASIENTO VICAR MD. 96 AZUL ADRIATICO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1560,ASIENTO VICAR MD. 96 AZUL CELESTE,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1561,ASIENTO VICAR MD. 96 BLANCO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1562,ASIENTO VICAR MD. 96 GRIS,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1563,ASIENTO VICAR MD. 96 HUESO,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1564,ASIENTO VICAR MD. 96 MARMOLEADO (BETA),VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1565,ASIENTO VICAR MD. 96 VERDE CAPRI,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1566,ASIENTO VICAR MD. 98 AZUL ALFA CER.,VICAR,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1567,"TAPON CAPA GALV. 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1568,"TEE COBRE 3/8""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1569,"TAPON CAPA GALV. 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1570,"TAPON CAPA GALV. 3""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1571,"TAPON CAPA GALV. 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1572,"TAPON CAPA GALV. 3/8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1573,"TAPON CAPA HULCEN PVC 1/2"" ",HULCEN,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1574,TAPON CAPA HULCEN PVC 3/4,HULCEN,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1575,"TAPA D/INSERC. SANIT 8""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1576,"TAPA HID. P/CEM. 1 1/2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1577,"TAPA HID. P/CEM. 1 1/4""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1578,"TAPA HID. P/CEM. 2 1/2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1579,"TAPA HID. P/CEM. 2""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1580,"TAPA HID. P/CEM. 3""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1581,"TAPA HID. P/CEM. 4""",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1582,"TAPA HID.CEM. 1"" C/ROSCA",MUELLER,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1583,TAPA PARA TINACO CON ARILLO,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1584,"TAPON CAPA GALV. 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1585,TEE CPVC 1 1/2,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1586,TEE CPVC 1 1/4,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1587,"TEE CRI CENTRO COB. 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1588,"TAPON MACHO GALV. 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1589,"TAPON MACHO GALV. 3""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1590,"TAPON MACHO GALV. 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1591,"TAPON MACHO GALV. 3/8""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1592,TAPON MACHO HULCEN PVC 1/2 ,HULCEN,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1593,TAPON MACHO HULCEN PVC 3/4 ,HULCEN,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1594,TAPON PLUS 1 1/2 (50 MM),TUBOPLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1595,"TAPON PLUS 1"" (32 MM)",TUBOPLUS,PPR,1,0,0,0,0,0,0,8,1,0,0,0
1596,TAPON PUSH P/TINA PH-245,COFLEX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1597,TAPON PUSH P/TINA PH-245 COFLEX,COFLEX,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1598,"TAPON CAPA HULSEN PVC 1""",HULCEN,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1599,TAPON COFLEX PH-230 P/LAV.,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1600,"BARRA DE SEGURIDAD RECTA 1 1/4 X 24"" 4024.9",DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1601,TAPON CPVC 1 1/2,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1602,TAPON HEMBRA DE BRONCE 3/8,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1603,TAPON HIDRAULICO C/CAMPANA 2 1/2,REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1604,"TAPON HIDRAULICO C/CAMPANA 2""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1605,TAPON MACHO DE BRONCE 3/8,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1606,"TAPON MACHO GALV. 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1607,"TAPON MACHO GALV. 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1608,"TAPON MACHO GALV. 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1609,"TAPON MACHO GALV. 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1610,"TAPON CAPA COBRE 1""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1611,"TAPON CAPA GALV. 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1612,"TAPON CAPA GALV. 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1613,"TAPON CAPA GALV. 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1614,"BARRA DE SEGURIDAD RECTA 1 1/4 X 12"" 4012",DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1615,"BARRA DE SEGURIDAD RECTA 1 1/4 X 12"" 4012.9",DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1616,TAPON COFLEX PH-232 P/TINA,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1617,BROCA ALT. VEL. 1/4 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1618,BROCA ALT. VEL. 11/32 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1619,BROCA ALT. VEL. 11/64 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1620,BROCA ALT. VEL. 13/32 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1621,BROCA ALT. VEL. 13/64 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1622,BROCA ALT. VEL. 15/32 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1623,COPLE CPVC 1 1/4,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1624,"COPLE CRE COBRE 1 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1625,CONTRA P/WC MASTER CIM,MASTER CIM,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1626,"CONTRA SPUD RUGO BCE. 3/4""",RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1627,CONTRA T/BAJO DICA FIG. 4006,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1628,"CONTRACANASTA ""M"" MIBER",MIBER,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1629,CONTRACANASTA A.INOX ACABADO NEGRO,RUGO,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1630,CONTRACANASTA LANZAMATICA MIBER,MIBER,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1631,MEZCLADORA FIDIC FREGADERO F8279BN,FIDIC,SATINADA,1,0,0,0,0,0,0,8,1,0,0,0
1632,BROCHA HITOOLS 3 MANGO DE PLASTICO,HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1633,"BROCHA HITOOLS 4"" MANGO DE PLASTICO",HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1634,BROCA ALT. VEL. 27/64 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1635,BROCA ALT. VEL. 3/16 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1636,BROCA ALT. VEL. 3/8 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1637,BROCA ALT. VEL. 5/16 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1638,BROCA ALT. VEL. 7/32 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1639,BROCA ALT. VEL. 9/32 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1640,BROCA P/CONCRETO 1/2 X 12 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1641,CONTRACANASTA MIBER RECONTRA ZAMAC CRE-C,MIBER,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1642,CONTROL P/REGADERA TEL. RUGO RI-29,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1643,"COPLE COBRE 1 1/2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1644,CONECTOR PEX MACHO FIG. 704PEX.13,URREA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1645,CONECTOR Y HULCEN 8 EN 1,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1646,CONECTOR Y METALICO TRUPER AD-2,TRUPER,METALICO,1,0,0,0,0,0,0,8,1,0,0,0
1647,"BROCHA HITOOLS 2"" MANGO DE PLASTICO",HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1648,BRIDA PARA TONEL 3/4,SIN MARCA,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1649,"COPLE HID. P/CEM. 4""",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1650,"COPLE HID. REPARACION 6""",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1651,"COPLE EDOMEX INSERCION 1/2""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1652,"COPLE EDOMEX INSERCION RED. 1"" X 1/2""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1653,"COPLE EDOMEX INSERCION RED. 1"" X 3/4""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1654,"COPLE EDOMEX INSERCION RED. 3/4"" X 1/2""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1655,"COPLE GALV. 1 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1656,"COPLE GALV. 1 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1657,"COPLE GALV. 1""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1658,"COPLE GALV. 1/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1659,"COPLE GALV. 2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1660,"COPLE GALV. 3""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1661,COPLE CRE COBRE 3/8,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1662,COPLE CRE COBRE RED. 1/2 X 3/8,NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1663,BROCA ALT. VEL. 1/32 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1664,"COPLE CRI COBRE 1""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1665,"COPLE CRI COBRE 2""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1666,COPLE DURMAN GAS C/BARRIL ,DURMAN,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1667,COPLE EDOMEX C/CUERDA 1/2,EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1668,"COPLE EDOMEX INSERCION 1 1/4""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1669,"COPLE COBRE 1 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1670,"COPLE COBRE 3/8""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1671,COPLE CPVC 1 1/2,MUELLER,CPVC,1,0,0,0,0,0,0,8,1,0,0,0
1672,BROCA P/CONCRETO 1/2 X 6 GREENDIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1673,BROCA P/CONCRETO 1/4 X 12 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1674,BROCA P/CONCRETO 1/4 X 4 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1675,BRIDA RUGO P/CORTINERO MD. FC,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1676,BRIDA RUGO P/MIGITORIO MD. 70,RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1677,BRIDA RUGO P/MIGITORIO MD. 70-C ,RUGO,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1678,BROCA ALT. VEL. 1/2 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1679,"COPLE CRI COBRE 1 1/4""",NACOBRE,COBRE,1,0,0,0,0,0,0,8,1,0,0,0
1680,COLADERA FLEXIMATIC INOX. CUADRADA  2313,FLEXIMATIC,FIERRO,1,0,0,0,0,0,0,8,1,0,0,0
1681,COLADERA FLEXIMATIC P/TUBO 2264,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1682,COLADERA FLEXIMATIC PUSH 2249,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1683,COLADERA FOFO 10 X 10 ,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1684,COLADERA FOFO 15 X 15 ECO,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1685,COLADERA FOFO 20 X 20 ECO,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1686,COLADERA FOFO 25 X 25 ,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1687,"CODO PVC SANITARIO 4"" X 90° CON 2 SALIDAS LAT 2""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1688,"CODO PVC SANITARIO 4""X 90 CON 2 SAL. 2""",REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1689,"CODO RINCON GALV. 1/2""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1690,"CODO RINCON GALV. 3/4""",MUELLER,GALVANIZADO,1,0,0,0,0,0,0,8,1,0,0,0
1691,"CODO TERMINAL 3/8"" X 1/2"" GAS",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1692,"CODO TERMINAL 3/8"" X 3/8"" GAS",NACOBRE,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1693,"CODO UNICOPE PVC 4""X 90°",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1694,"CODO UNICOPE PVC 4""X 90°SAL. TRAS. 2""",REXOLIT,HIDRAULICO,1,0,0,0,0,0,0,8,1,0,0,0
1695,CONECTOR Y RUGO DE PLASTICO 69 RC,RUGO,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1696,COLADERA 15 X 15  C/TRAMPA INOX,SIN MARCA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1697,"CAJA P/HERRAMIENTAS TRUPER 19""",TRUPER,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1698,CAJA P/LLAVE DE BANQUETA FOFO,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1699,BROCA P/CONCRETO 1/4 X 6 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1700,BROCA P/CONCRETO 1/8 X 4 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1701,BROCA P/CONCRETO 3/16 X 4 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1702,BROCA P/CONCRETO 3/32 X 4 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1703,BROCA P/CONCRETO 3/8 X 12 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1704,BROCA P/CONCRETO 3/8 X 6 GREENDIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1705,BROCA P/CONCRETO 5/16 X 12 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1706,BROCA P/CONCRETO 5/16 X 4 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1707,BROCA P/CONCRETO 5/16 X 6 GREENFIELD,GREENFIED,ACERO,1,0,0,0,0,0,0,8,1,0,0,0
1708,BROCHA HITOOLS 1 1/2 MANGO DE PLASTICO,HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1709,"BROCHA HITOOLS 1"" MANGO PLASTICO",HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1710,BROCHA HITOOLS 2 1/2 MANGO DE PLASTICO,HITOOLS,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1711,COLADERA 10 X 10 C/TRAMPA INOX,SIN MARCA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1712,CONO PARA BOTE CESPOL 3 TORNILLOS,HULCEN,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1713,CONO REX P/BOTE CESPOL,REXOLIT,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1714,CONTRA LAVABO PLASTICO C/REJILLA A.INOX. 615,MUELLER,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1715,CONTRA P/FREG. A.INOX. RUGO FIG. 12IL,RUGO,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1716,CONTRA P/FREG. DICA FIG. 3801,DICA,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1717,CONTRA P/LAV. MIBER AULASIN,MIBER,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1718,CONTRA P/LAV. PUSH PH-220 COFLEX,COFLEX,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1719,CONTRA P/LAV. RUGO FIG. 30B,RUGO,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1720,CONTRA P/LAV. S/REB PH-225 COFLEX,COFLEX,METAL,1,0,0,0,0,0,0,8,1,0,0,0
1721,CONTRA P/LAV./FREG. HIDROGAR,HIDROGAR,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1722,"CONTRA P/WC COFLEX 3"" P-B6031",COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1723,CONTRA P/WC COFLEX DUAL P-B6022,COFLEX,PLASTICO,1,0,0,0,0,0,0,8,1,0,0,0
1724,COLADERA FOFO 25 X 25 ECO,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1725,COLADERA FOFO 30 X 30 ,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1726,COLADERA FOFO 30 X 30 ECO,SIN MARCA,FOFO,1,0,0,0,0,0,0,8,1,0,0,0
1727,COLADERA FLEXIMATIC CUADRADA 2617,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1728,COLADERA INSTA-REX,REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1729,COLADERA MULTIPLE PVC,REXOLIT,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1730,COLADERA UNIVERSAL FLEXIMATIC ANTI OLORES 2260/2259,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1731,COLADERA URREA No. 180 PLAST.,URREA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1732,CONECTOR HULE 1 1/2 X 1 1/4,SIN MARCA,HULE,1,0,0,0,0,0,0,8,1,0,0,0
1733,CONECTOR HULE 2 X 1 1/2,SIN MARCA,HULE,1,0,0,0,0,0,0,8,1,0,0,0
1734,CONECTOR MOVIBLE BRONCE 1/2 ,SNX,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1735,CONECTOR MOVIBLE BRONCE 3/4,SNX,BRONCE,1,0,0,0,0,0,0,8,1,0,0,0
1736,"CONECTOR MOVIBLE EDOMEX INSERCION 3/4"" X 1/2""",EDO-MEX,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1737,COLADERA 15 X 15  CON TRAMPA ACERO INOX,SIN MARCA,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1738,"COLADERA A.INOX C/TRAMPA 4"" SOLVER",SOLVER,INOX,1,0,0,0,0,0,0,8,1,0,0,0
1739,"COLADERA DICA CUADRADO  CROMADA BRONCE 4"" X 4""",DICA,CROMADO,1,0,0,0,0,0,0,8,1,0,0,0
1740,COLADERA FLEXIMATIC 2617 CUADRADA,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
1741,COLADERA FLEXIMATIC ANTI OLORES 2259,FLEXIMATIC,PVC,1,0,0,0,0,0,0,8,1,0,0,0
